setting,date,source,indicator_abbr,indicator_name,dimension,subgroup,estimate,se,ci_lb,ci_ub,population,flag,setting_average,iso3,favourable_indicator,indicator_scale,ordered_dimension,subgroup_order,reference_subgroup,whoreg6,wbincome2024,update,dataset_id
Algeria,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,31.76668,NA,13.44044,54.09027,NA,NA,24.561889999999998,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.41422,NA,6.99226,32.43548,NA,NA,24.561889999999998,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.03742,NA,14.34073,53.20004,NA,NA,24.7446,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.51203,NA,7.49867,31.86167,NA,NA,24.7446,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.31205,NA,15.36424,52.43485,NA,NA,24.93201,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.61527,NA,7.92713,31.01896,NA,NA,24.93201,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.59569,NA,16.27909,51.52183,NA,NA,25.12713,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.72513,NA,8.36383,30.35794,NA,NA,25.12713,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.89155,NA,17.36401,50.62721,NA,NA,25.33113,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.84206,NA,8.90614,29.76677,NA,NA,25.33113,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.19978,NA,18.42546,50.0012,NA,NA,25.54405,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,17.96637,NA,9.37352,29.06888,NA,NA,25.54405,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.52135,NA,19.32009,49.64554,NA,NA,25.76427,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.0951,NA,9.82381,28.53499,NA,NA,25.76427,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.85619,NA,20.35217,49.08882,NA,NA,25.99159,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.22687,NA,10.23303,28.14829,NA,NA,25.99159,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.20535,NA,21.1329,48.7066,NA,NA,26.22971,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.36353,NA,10.62498,27.97403,NA,NA,26.22971,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.56867,NA,22.00419,48.49862,NA,NA,26.47908,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.50574,NA,10.88403,27.97804,NA,NA,26.47908,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.94442,NA,22.75745,48.62331,NA,NA,26.74041,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.65719,NA,11.12771,27.96932,NA,NA,26.74041,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.33223,NA,23.15817,49.06884,NA,NA,27.0138,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.8212,NA,11.22917,28.18064,NA,NA,27.0138,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.73167,NA,23.2363,49.77331,NA,NA,27.2981,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,18.99903,NA,11.32884,28.33217,NA,NA,27.2981,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.13305,NA,23.06659,50.6776,NA,NA,27.57989,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2017,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.17256,NA,11.31521,28.89811,NA,NA,27.57989,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.53759,NA,22.83709,51.89621,NA,NA,27.85764,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2018,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.33477,NA,11.16762,29.44507,NA,NA,27.85764,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.94545,NA,22.53623,52.8777,NA,NA,28.13848,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2019,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.4984,NA,11.0023,30.10988,NA,NA,28.13848,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.35959,NA,22.20068,53.98992,NA,NA,28.42982,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2020,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.6719,NA,10.86563,30.88792,NA,NA,28.42982,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.77896,NA,21.7991,55.37085,NA,NA,28.73062,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2021,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,19.85609,NA,10.54108,32.05764,NA,NA,28.73062,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,38.20297,NA,21.41236,57.204,NA,NA,29.03676,DZA,0,100,0,0,0,African,Upper middle income,20 September 2024,rep_gho_ncd
Algeria,2022,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,20.05133,NA,10.12782,33.19332,NA,NA,29.03676,DZA,0,100,0,0,1,African,Upper middle income,20 September 2024,rep_gho_ncd
Andorra,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,38.44641,NA,21.78818,57.03965,NA,NA,35.90999,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2000,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.49022,NA,19.01276,50.5211,NA,NA,35.90999,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.8947,NA,22.15746,55.21885,NA,NA,35.52382,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2001,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.25454,NA,19.46931,49.52585,NA,NA,35.52382,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,37.346,NA,22.34855,53.51571,NA,NA,35.12673,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2002,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,33.00973,NA,19.80523,48.36856,NA,NA,35.12673,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.80155,NA,22.52328,52.14744,NA,NA,34.72631,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2003,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.75358,NA,19.94649,47.60281,NA,NA,34.72631,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,36.26104,NA,22.49841,51.27358,NA,NA,34.3231,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2004,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.48664,NA,20.22328,46.88346,NA,NA,34.3231,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.72478,NA,22.31425,50.4602,NA,NA,33.91588,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2005,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,32.20604,NA,20.14155,46.15295,NA,NA,33.91588,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,35.19515,NA,21.79577,49.71648,NA,NA,33.50999,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2006,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.90772,NA,20.01517,45.61113,NA,NA,33.50999,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.67265,NA,21.08738,49.39121,NA,NA,33.10369,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2007,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.58987,NA,19.88723,45.19933,NA,NA,33.10369,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,34.15667,NA,20.41537,49.04588,NA,NA,32.68875,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2008,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,31.24884,NA,19.6177,44.96079,NA,NA,32.68875,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.6477,NA,19.63733,49.27631,NA,NA,32.26374,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2009,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.88121,NA,19.17277,44.56792,NA,NA,32.26374,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,33.14629,NA,18.85148,49.57593,NA,NA,31.82916,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2010,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.48976,NA,18.6103,44.51706,NA,NA,31.82916,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.65514,NA,17.84929,49.80262,NA,NA,31.38244,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2011,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,30.07993,NA,18.04236,44.53858,NA,NA,31.38244,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,32.17499,NA,16.78181,50.21824,NA,NA,30.9285,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2012,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.66056,NA,17.2689,44.58855,NA,NA,30.9285,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,31.70961,NA,15.74114,51.24261,NA,NA,30.48357,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2013,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,29.24148,NA,16.29387,44.76923,NA,NA,30.48357,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,31.2596,NA,14.80675,52.14582,NA,NA,30.05146,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2014,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.83256,NA,15.42553,45.20106,NA,NA,30.05146,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,30.82642,NA,13.76296,53.04961,NA,NA,29.632930000000002,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
Andorra,2015,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Male,28.44007,NA,14.53647,45.93948,NA,NA,29.632930000000002,AND,0,100,0,0,1,European,High income,20 September 2024,rep_gho_ncd
Andorra,2016,WHO Global Health Observatory,NCD_PAA,Insufficient physical activity among adults aged 18+ years (age-standardized) (%),Sex,Female,30.41049,NA,12.72038,54.16114,NA,NA,29.23105,AND,0,100,0,0,0,European,High income,20 September 2024,rep_gho_ncd
